"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year","week"
"7034","My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!https://t.co/qyT4bcHVuR https://t.co/rBwGmhMnPX",2017-10-10,14143,66095,"My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!https://t.co/qyT4bcHVuR https://t.co/rBwGmhMnPX",2,"positive",80238,2017-10-01,2017-01-01,2017-10-09
"7036","Highly respected author Christopher Bedford just came out with book ""The Art of the Donald Lessons from America's...."" Really good book!",2017-10-10,11411,58333,"Highly respected author Christopher Bedford just came out with book ""The Art of the Donald Lessons from America's...."" Really good book!",2.35,"positive",69744,2017-10-01,2017-01-01,2017-10-09
"7039","The problem with agreeing to a policy on immigration is that the Democrats don't want secure bordersthey don't care about safety for U.S.A.",2017-10-10,22242,86752,"The problem with agreeing to a policy on immigration is that the Democrats don't want secure bordersthey don't care about safety for U.S.A.",2.55,"positive",108994,2017-10-01,2017-01-01,2017-10-09
"7044","The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!",2017-10-09,20791,109311,"The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!",1.1,"positive",130102,2017-10-01,2017-01-01,2017-10-09
"7046","The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....   @nypost  Thank you!",2017-10-08,14656,75617,"The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters..... @nypost Thank you!",1.2,"positive",90273,2017-10-01,2017-01-01,2017-10-02
"7052","..my endorsement). He also wanted to be Secretary of State I said ""NO THANKS."" He is also largely responsible for the horrendous Iran Deal!",2017-10-08,12830,60890,"..my endorsement). He also wanted to be Secretary of State I said ""NO THANKS."" He is also largely responsible for the horrendous Iran Deal!",1.1,"positive",73720,2017-10-01,2017-01-01,2017-10-02
"7055","Leaving the White House for the Great State of North Carolina. Big progress being made on many fronts!",2017-10-07,12180,75987,"Leaving the White House for the Great State of North Carolina. Big progress being made on many fronts!",1.9,"positive",88167,2017-10-01,2017-01-01,2017-10-02
"7056","Thanks for your support! https://t.co/iqUM1RfQso",2017-10-07,12503,60168,"Thanks for your support! https://t.co/iqUM1RfQso",1.1,"positive",72671,2017-10-01,2017-01-01,2017-10-02
"7060","Our great team at @FEMA is prepared for #HurricaneNate. Everyone in LA MS AL and FL please listen to your local authorities &amp; be safe!",2017-10-07,14110,66371,"Our great team at @FEMA is prepared for #HurricaneNate. Everyone in LA MS AL and FL please listen to your local authorities &amp; be safe!",2.75,"positive",80481,2017-10-01,2017-01-01,2017-10-02
"7066","Can't believe I finally got a good story in the @washingtonpost. It discusses the enthusiasm of ""Trump"" voters through campaign....",2017-10-07,13579,67198,"Can't believe I finally got a good story in the @washingtonpost. It discusses the enthusiasm of ""Trump"" voters through campaign....",1.8,"positive",80777,2017-10-01,2017-01-01,2017-10-02
"7073","On behalf of a GRATEFUL NATION THANK YOU to all of the First Responders (HEROES) who saved countless lives in Las Vegas on Sunday night. https://t.co/ZxuMYWnNHv",2017-10-05,23561,111141,"On behalf of a GRATEFUL NATION THANK YOU to all of the First Responders (HEROES) who saved countless lives in Las Vegas on Sunday night. https://t.co/ZxuMYWnNHv",3.1,"positive",134702,2017-10-01,2017-01-01,2017-10-02
"7080","My Administration will continue to work around the clock with Governor @RicardoRossello &amp; his team. Great progress being made! #PRStrong🇵🇷 https://t.co/1aL9YrwTvC",2017-10-04,14309,66953,"My Administration will continue to work around the clock with Governor @RicardoRossello &amp; his team. Great progress being made! #PRStrong🇵🇷 https://t.co/1aL9YrwTvC",1.9,"positive",81262,2017-10-01,2017-01-01,2017-10-02
"7082","So proud of @FEMA Military and First Responders! Thank you! https://t.co/kWVMqVelri",2017-10-03,12299,59757,"So proud of @FEMA Military and First Responders! Thank you! https://t.co/kWVMqVelri",1.25,"positive",72056,2017-10-01,2017-01-01,2017-10-02
"7083","Great meeting with Governor Mapp of the #USVI. He is very thankful for the great job done by @FEMA and First Responders. https://t.co/AtBGEpDF9C",2017-10-03,7410,38977,"Great meeting with Governor Mapp of the #USVI. He is very thankful for the great job done by @FEMA and First Responders. https://t.co/AtBGEpDF9C",1.5,"positive",46387,2017-10-01,2017-01-01,2017-10-02
"7085","I am so proud of our great Country. God bless America!",2017-10-03,43026,212403,"I am so proud of our great Country. God bless America!",2.25,"positive",255429,2017-10-01,2017-01-01,2017-10-02
"7087","Congratulations to #TeamUSA🇺🇸🏆on your great @PresidentsCup victory! https://t.co/fZeP1e9mo7",2017-10-02,12152,69743,"Congratulations to #TeamUSA🇺🇸🏆on your great @PresidentsCup victory! https://t.co/fZeP1e9mo7",2,"positive",81895,2017-10-01,2017-01-01,2017-10-02
"7091","...for safety. Thank you to the Governor of P.R. and to all of those who are working so closely with our First Responders. Fantastic job!",2017-10-01,14147,75918,"...for safety. Thank you to the Governor of P.R. and to all of those who are working so closely with our First Responders. Fantastic job!",2.3,"positive",90065,2017-10-01,2017-01-01,2017-09-25
"7092","...people are now starting to recognize the amazing work that has been done by FEMA and our great Military. All buildings now inspected.....",2017-10-01,16034,80679,"...people are now starting to recognize the amazing work that has been done by FEMA and our great Military. All buildings now inspected.....",1.25,"positive",96713,2017-10-01,2017-01-01,2017-09-25
"7095","In analyzing the Alabama Primary raceFAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!",2017-09-30,7441,47140,"In analyzing the Alabama Primary raceFAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!",1.6,"positive",54581,2017-09-01,2017-01-01,2017-09-25
"7097","Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here they are ALL doing a GREAT JOB! https://t.co/1ltW2t3rwy",2017-09-30,32181,93394,"Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here they are ALL doing a GREAT JOB! https://t.co/1ltW2t3rwy",1.15,"positive",125575,2017-09-01,2017-01-01,2017-09-25
"7098","Very important that NFL players STAND tomorrow and always for the playing of our National Anthem. Respect our Flag and our Country!",2017-09-30,27313,124557,"Very important that NFL players STAND tomorrow and always for the playing of our National Anthem. Respect our Flag and our Country!",1.25,"positive",151870,2017-09-01,2017-01-01,2017-09-25
"7099","I will be in PR on Tues. to further ensure we continue doing everything possible to assist &amp; support the people in their time of great need.",2017-09-30,13067,66915,"I will be in PR on Tues. to further ensure we continue doing everything possible to assist &amp; support the people in their time of great need.",3,"positive",79982,2017-09-01,2017-01-01,2017-09-25
"7105","Congresswoman Jennifer Gonzalez-Colon of Puerto Rico has been wonderful to deal with and a great representative of the people. Thank you!",2017-09-30,12916,62251,"Congresswoman Jennifer Gonzalez-Colon of Puerto Rico has been wonderful to deal with and a great representative of the people. Thank you!",2,"positive",75167,2017-09-01,2017-01-01,2017-09-25
"7106","Just spoke to Governor Kenneth Mapp of the U.S. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!",2017-09-30,13429,60555,"Just spoke to Governor Kenneth Mapp of the U.S. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!",1.4,"positive",73984,2017-09-01,2017-01-01,2017-09-25
"7107","The Governor of Puerto Rico Ricardo Rossello is a great guy and leader who is really working hard. Thank you Ricky!",2017-09-30,14056,66359,"The Governor of Puerto Rico Ricardo Rossello is a great guy and leader who is really working hard. Thank you Ricky!",1.25,"positive",80415,2017-09-01,2017-01-01,2017-09-25
"7113","...want everything to be done for them when it should be a community effort. 10000 Federal workers now on Island doing a fantastic job.",2017-09-30,15627,68824,"...want everything to be done for them when it should be a community effort. 10000 Federal workers now on Island doing a fantastic job.",1.35,"positive",84451,2017-09-01,2017-01-01,2017-09-25
"7119","Thank you @ShopFloorNAM. An honor to be with you today. Great news! Manufacturers report record-high economic optimism in 2017. #TaxReform https://t.co/4sgMWGotOF",2017-09-29,6469,31256,"Thank you @ShopFloorNAM. An honor to be with you today. Great news! Manufacturers report record-high economic optimism in 2017. #TaxReform https://t.co/4sgMWGotOF",2.5,"positive",37725,2017-09-01,2017-01-01,2017-09-25
"7133","This is the right TAX CUT @ the RIGHT TIME. We will ALL succeed &amp; grow TOGETHER – as one team one people &amp; one American family. #TaxReform https://t.co/rtLWANJjIQ",2017-09-27,14927,61451,"This is the right TAX CUT @ the RIGHT TIME. We will ALL succeed &amp; grow TOGETHER – as one team one people &amp; one American family. #TaxReform https://t.co/rtLWANJjIQ",1.6,"positive",76378,2017-09-01,2017-01-01,2017-09-25
"7138","With one Yes vote in hospital &amp; very positive signs from Alaska and two others (McCain is out) we have the HCare Vote but not for Friday!",2017-09-27,10093,54410,"With one Yes vote in hospital &amp; very positive signs from Alaska and two others (McCain is out) we have the HCare Vote but not for Friday!",1.55,"positive",64503,2017-09-01,2017-01-01,2017-09-25
"7140","Spoke to Roy Moore of Alabama last night for the first time. Sounds like a really great guy who ran a fantastic race. He will help to #MAGA!",2017-09-27,13116,62258,"Spoke to Roy Moore of Alabama last night for the first time. Sounds like a really great guy who ran a fantastic race. He will help to #MAGA!",1.75,"positive",75374,2017-09-01,2017-01-01,2017-09-25
"7141","Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back &amp; ran a good race. Roy WIN in Dec!",2017-09-27,17659,88267,"Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back &amp; ran a good race. Roy WIN in Dec!",2.1,"positive",105926,2017-09-01,2017-01-01,2017-09-25
"7142","Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back &amp; ran a good race. Roy WIN in Nov!",2017-09-27,3296,12517,"Congratulations to Roy Moore on his Republican Primary win in Alabama. Luther Strange started way back &amp; ran a good race. Roy WIN in Nov!",2.1,"positive",15813,2017-09-01,2017-01-01,2017-09-25
"7144","70 years ago today the National Security Council met for the first time. Great history of advising Presidents-then &amp; now! Thanks NSC Staff!",2017-09-27,8725,54780,"70 years ago today the National Security Council met for the first time. Great history of advising Presidents-then &amp; now! Thanks NSC Staff!",1.5,"positive",63505,2017-09-01,2017-01-01,2017-09-25
"7145","Thank you to our wonderful team @USUN and their families. Keep up the GREAT work! #USA🇺🇸 https://t.co/s7KhlSMEqY",2017-09-26,6359,34145,"Thank you to our wonderful team @USUN and their families. Keep up the GREAT work! #USA🇺🇸 https://t.co/s7KhlSMEqY",2,"positive",40504,2017-09-01,2017-01-01,2017-09-25
"7150","Honored to welcome Republican and Democrat members of the House Ways and Means Committee to the White House today! #USA🇺🇸 https://t.co/nWnX9CDP0d",2017-09-26,6989,37898,"Honored to welcome Republican and Democrat members of the House Ways and Means Committee to the White House today! #USA🇺🇸 https://t.co/nWnX9CDP0d",1.9,"positive",44887,2017-09-01,2017-01-01,2017-09-25
"7153","Thank you to Carmen Yulin Cruz the Mayor of San Juan for your kind words on FEMA etc.We are working hard. Much food and water there/on way",2017-09-26,14099,67522,"Thank you to Carmen Yulin Cruz the Mayor of San Juan for your kind words on FEMA etc.We are working hard. Much food and water there/on way",1.4,"positive",81621,2017-09-01,2017-01-01,2017-09-25
