"","text","created_at","retweet_count","favorite_count","clean","sent.value","category","response","month","year"
"2927","If the people so violently shot down in Paris had guns at least they would have had a fighting chance.",2015-01-07,1987,1252,"If the people so violently shot down in Paris had guns at least they would have had a fighting chance.",-1.7,"negative",3239,2015-01-01,2015-01-01
"2930","My condolences and prayers to the victims of the terrorist attack in Paris.",2015-01-07,253,437,"My condolences and prayers to the victims of the terrorist attack in Paris.",-2.5,"negative",690,2015-01-01,2015-01-01
"2936","Via @TMZ_Sports: “Donald Trump: Don't Mess Up @terrellowens' Name. 'I've Seen Him Go Crazy At People'”  http://t.co/0hitA7wzRe",2015-01-06,4,21,"Via @TMZ_Sports: “Donald Trump: Don't Mess Up @terrellowens' Name. 'I've Seen Him Go Crazy At People'” http://t.co/0hitA7wzRe",-1.6,"negative",25,2015-01-01,2015-01-01
"2966","This boardroom gets CRAZY! These people are wild",2015-01-05,58,169,"This boardroom gets CRAZY! These people are wild",-1,"negative",227,2015-01-01,2015-01-01
"2989","Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!",2016-12-28,31799,117900,"Doing my best to disregard the many inflammatory President O statements and roadblocks.Thought it was going to be a smooth transition - NOT!",-1.15,"negative",149699,2016-12-01,2016-01-01
"3002",".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes.""  Dishonest!",2016-12-24,16670,62856,".@NBCNews purposely left out this part of my nuclear qoute: ""until such time as the world comes to its senses regarding nukes."" Dishonest!",-1.4,"negative",79526,2016-12-01,2016-01-01
"3004","slaughter you. This is a purely religious threat which turned into reality. Such hatred! When will the U.S. and all countries fight back?",2016-12-23,17989,65946,"slaughter you. This is a purely religious threat which turned into reality. Such hatred! When will the U.S. and all countries fight back?",-2.4,"negative",83935,2016-12-01,2016-01-01
"3005","The terrorist who killed so many people in Germany said just before crime ""by God's will we will slaughter you pigs I swear we will......",2016-12-23,18801,51789,"The terrorist who killed so many people in Germany said just before crime ""by God's will we will slaughter you pigs I swear we will......",-3.1,"negative",70590,2016-12-01,2016-01-01
"3007","my presidency. Isn't this a ridiculous shame? He loves these kids has raised millions of dollars for them and now must stop. Wrong answer!",2016-12-23,14571,64566,"my presidency. Isn't this a ridiculous shame? He loves these kids has raised millions of dollars for them and now must stop. Wrong answer!",-1.65,"negative",79137,2016-12-01,2016-01-01
"3012","Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually we will always be trying to DTS.",2016-12-22,19444,74086,"Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually we will always be trying to DTS.",-1.4,"negative",93530,2016-12-01,2016-01-01
"3022","Today there were terror attacks in Turkey Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",2016-12-19,39339,114387,"Today there were terror attacks in Turkey Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",-1.25,"negative",153726,2016-12-01,2016-01-01
"3024","We should tell China that we don't want the drone they stole back.- let them keep it!",2016-12-18,17978,65643,"We should tell China that we don't want the drone they stole back.- let them keep it!",-1.2,"negative",83621,2016-12-01,2016-01-01
"3026","China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.",2016-12-17,19390,60926,"China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.",-1,"negative",80316,2016-12-01,2016-01-01
"3038","Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down big trouble dead! Graydon Carter no talent will be out!",2016-12-15,8908,37361,"Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down big trouble dead! Graydon Carter no talent will be out!",-1.25,"negative",46269,2016-12-01,2016-01-01
"3054","Just watched @NBCNightlyNews - So biased inaccurate and bad point after point. Just can't get much worse although @CNN is right up there!",2016-12-12,19928,72028,"Just watched @NBCNightlyNews - So biased inaccurate and bad point after point. Just can't get much worse although @CNN is right up there!",-2.45,"negative",91956,2016-12-01,2016-01-01
"3062","Reports by @CNN that I will be working on The Apprentice during my Presidency even part time are ridiculous &amp; untrue - FAKE NEWS!",2016-12-10,25193,75035,"Reports by @CNN that I will be working on The Apprentice during my Presidency even part time are ridiculous &amp; untrue - FAKE NEWS!",-1.75,"negative",100228,2016-12-01,2016-01-01
"3074","Chuck Jones who is President of United Steelworkers 1999 has done a terrible job representing workers. No wonder companies flee country!",2016-12-08,12817,49838,"Chuck Jones who is President of United Steelworkers 1999 has done a terrible job representing workers. No wonder companies flee country!",-1,"negative",62655,2016-12-01,2016-01-01
"3097","Just tried watching Saturday Night Live - unwatchable! Totally biased not funny and the Baldwin impersonation just can't get any worse. Sad",2016-12-04,27987,115332,"Just tried watching Saturday Night Live - unwatchable! Totally biased not funny and the Baldwin impersonation just can't get any worse. Sad",-2.85,"negative",143319,2016-12-01,2016-01-01
"3100","Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!",2016-12-03,17475,64422,"Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!",-1.6,"negative",81897,2016-12-01,2016-01-01
"3115","ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country.",2016-11-30,34427,107641,"ISIS is taking credit for the terrible stabbing attack at Ohio State University by a Somali refugee who should not have been in our country.",-1.5,"negative",142068,2016-11-01,2016-01-01
"3121","Nobody should be allowed to burn the American flag - if they do there must be consequences - perhaps loss of citizenship or year in jail!",2016-11-29,72830,214139,"Nobody should be allowed to burn the American flag - if they do there must be consequences - perhaps loss of citizenship or year in jail!",-2.75,"negative",286969,2016-11-01,2016-01-01
"3139","The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems",2016-11-27,32063,98232,"The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems",-2.9,"negative",130295,2016-11-01,2016-01-01
"3140","Fidel Castro is dead!",2016-11-26,99483,209846,"Fidel Castro is dead!",-1,"negative",309329,2016-11-01,2016-01-01
"3150","The failing @nytimes just announced that complaints about them are at a 15 year high. I can fully understand that - but why announce?",2016-11-22,11960,49944,"The failing @nytimes just announced that complaints about them are at a 15 year high. I can fully understand that - but why announce?",-1.35,"negative",61904,2016-11-01,2016-01-01
"3152","I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice",2016-11-22,17384,68659,"I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice",-1.05,"negative",86043,2016-11-01,2016-01-01
"3170","I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia U.K. China Saudi Arabia Japan",2016-11-16,25694,88735,"I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia U.K. China Saudi Arabia Japan",-1,"negative",114429,2016-11-01,2016-01-01
"3171","The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also I have spoken to many foreign leaders.",2016-11-16,20825,77532,"The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also I have spoken to many foreign leaders.",-1.15,"negative",98357,2016-11-01,2016-01-01
"3183","Wow the @nytimes is losing thousands of subscribers because of their very poor and highly inaccurate coverage of the ""Trump phenomena""",2016-11-13,34967,127171,"Wow the @nytimes is losing thousands of subscribers because of their very poor and highly inaccurate coverage of the ""Trump phenomena""",-1.6,"negative",162138,2016-11-01,2016-01-01
"3204","Today in Florida I pledged to stand with the people of Cuba and Venezuela in their fight against oppression- cont: https://t.co/8eELqk2wUw",2016-11-08,13829,36687,"Today in Florida I pledged to stand with the people of Cuba and Venezuela in their fight against oppression- cont: https://t.co/8eELqk2wUw",-1,"negative",50516,2016-11-01,2016-01-01
"3242","'ICE OFFICERS WARN HILLARY IMMIGRATION PLAN WILL UNLEASH GANGS CARTELS &amp; DRUG VIOLENCE NATIONWIDE'… https://t.co/09aSrBwQrv",2016-11-04,17286,26364,"'ICE OFFICERS WARN HILLARY IMMIGRATION PLAN WILL UNLEASH GANGS CARTELS &amp; DRUG VIOLENCE NATIONWIDE'… https://t.co/09aSrBwQrv",-1.6,"negative",43650,2016-11-01,2016-01-01
"3243","Thank you NH! We will end illegal immigration stop the drugs deport all criminal aliens&amp;save American lives! Watc… https://t.co/uxcazVkb32",2016-11-04,7466,20856,"Thank you NH! We will end illegal immigration stop the drugs deport all criminal aliens&amp;save American lives! Watc… https://t.co/uxcazVkb32",-1.65,"negative",28322,2016-11-01,2016-01-01
"3249","#CrookedHillary is unfit to serve. https://t.co/bSuGvInNF1",2016-11-03,19868,36448,"#CrookedHillary is unfit to serve. https://t.co/bSuGvInNF1",-1,"negative",56316,2016-11-01,2016-01-01
"3258","After decades of lies and scandal Crooked Hillary's corruption is closing in. #DrainTheSwamp! https://t.co/YivCacmkKq",2016-11-02,26356,48200,"After decades of lies and scandal Crooked Hillary's corruption is closing in. #DrainTheSwamp! https://t.co/YivCacmkKq",-3.25,"negative",74556,2016-11-01,2016-01-01
"3276","So terrible that Crooked didn't report she got the debate questions from Donna Brazile if that were me it would have been front page news!",2016-11-01,32713,80724,"So terrible that Crooked didn't report she got the debate questions from Donna Brazile if that were me it would have been front page news!",-1.25,"negative",113437,2016-11-01,2016-01-01
"3278","Crooked Hillary should not be allowed to run for president. She deleted 33000 e-mails AFTER getting a subpoena from U.S. Congress. RIGGED!",2016-11-01,23747,59656,"Crooked Hillary should not be allowed to run for president. She deleted 33000 e-mails AFTER getting a subpoena from U.S. Congress. RIGGED!",-1,"negative",83403,2016-11-01,2016-01-01
"3280","Look at the way Crooked Hillary is handling the e-mail case and the total mess she is in. She is unfit to be president. Bad judgement!",2016-11-01,21459,55584,"Look at the way Crooked Hillary is handling the e-mail case and the total mess she is in. She is unfit to be president. Bad judgement!",-3,"negative",77043,2016-11-01,2016-01-01
"3292","Wow Twitter Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",2016-10-30,35433,72013,"Wow Twitter Google and Facebook are burying the FBI criminal investigation of Clinton. Very dishonest media!",-1.5,"negative",107446,2016-10-01,2016-01-01
"3327","Obamacare is a disaster. We must REPEAL &amp; REPLACE. Tired of the lies and want to #DrainTheSwamp? Get out &amp; VOTE… https://t.co/jOelj829Pg",2016-10-27,14764,30570,"Obamacare is a disaster. We must REPEAL &amp; REPLACE. Tired of the lies and want to #DrainTheSwamp? Get out &amp; VOTE… https://t.co/jOelj829Pg",-2.75,"negative",45334,2016-10-01,2016-01-01
